链接,中药名,别名,英文名,产地分布,性味归经,功效与作用,临床应用,图片,形态,使用禁忌
http://www.zhongyoo.com/name/direngen_41.html,地稔根,地菍根、山地菍根、山地稔根、铺地锦根、地茄根、火炭泡,Twelve stamen Melastoma Herb,生于山野草坡、林缘及灌木丛中的酸性土上。分布于广东及长江流域以南等地。,平，味微甘、苦。归肺经、脾经、肝经,活血通络、收敛止血。属止血药分类下的收敛止血药。,用量5～30克，煎服；或捣汁。外用：煎汤洗或捣敷。用治风湿痹痛、腰腿痛、产后腹痛、崩漏带下、外伤出血。,http://www.zhongyoo.com//uploads/allimg/131031/1-13103110415GI.jpg,披散的匍匐状亚灌木。茎多分枝，近地面匍匐生长，长10～30厘米。叶对生，卵形、倒卵形或椭圆形，长1～3厘米，宽8～20毫米，顶端短尖，基部浑圆，有3～5条主脉，只在叶面边缘和叶背脉上有稀疏的粗毛；叶柄长2～4毫米。夏、秋季开花；花两性，1～3朵生于枝端，直径约2.5厘米；萼管长约5毫米，被短粗毛，萼片披针形，比萼管短；花瓣5片，倒卵形，紫红色，长1～1.4厘米；雄蕊10枚，花药顶孑L开裂，有延长且2裂的药隔，子房下位，5室。浆果圆球形，直径约7毫米，成熟时紫黑色，被粗毛。,孕妇慎用
http://www.zhongyoo.com/name/luohanguo_204.html,罗汉果,拉汗果、假苦瓜、光果木鳖、金不换,Siraitiae Fructus。,生于海拔300～500米的山区。分布于广西、江西、广东等地。,凉，味甘。归肺经、大肠经,清热润肺、滑肠通便。属清热药下属分类的清热解毒药。,用量9～15克，内服煎汤。用治伤风感冒咳嗽、咽痛失音、暑热口渴、肠燥便秘。,http://www.zhongyoo.com//uploads/allimg/140122/1-14012210111b09.jpg,多年生攀援草质藤本。长达5米。茎暗紫色，具纵棱，被白色或黄色柔毛及红色腺点；卷须2裂，几达中部。叶互生，叶片心状卵形，膜质，叶柄稍扭曲，被短柔毛。花单性，雌雄异株；雄花为腋生总状花序，被白色柔毛及红色腺毛，花萼漏斗状，5裂，被灰黄色柔毛，裂片先端呈线状长尾，花冠橙黄色，5全裂，先端渐尖，外被黑柔毛，雄蕊3枚，被白色腺毛，花药分离。雌花单生或3～5朵簇生于叶腋或呈短总状花序，子房下位，长卵形，被柔毛，花柱3，柱头2叉，具3个黄色或黑色退化雄蕊。果实圆球形或长圆球形或倒卵形，灰棕色，被柔毛，具10条纵线。种子扁长圆形，淡黄色，边缘具不规则齿状缺刻，中央稍凹入，边缘有放射状沟槽。花期6～8月，果期8～10月。,肺寒及脾胃虚寒者忌服
http://www.zhongyoo.com/name/xuefengteng_13420.html,血风藤,青藤、铁牛入石、青筋藤、血风根、扁果藤、血宽筋、红蛇根、牛参、老人根,Radux et Caulis Ventilaginis Leiocarpae,生于山涧沟边的疏林下或灌木丛中。主产于福建、台湾、广西、广东等地。,温，味甘、苦。归肝经、肾经,补气养血，祛风通络，强筋健骨。属活血化瘀药下分类的活血调经药。,内服：煎汤，15～30克；或浸酒。用于气血虚弱，风湿痹痛，腰膝酸软，筋骨痿弱，四肢麻木，跌打损伤，月经不调，血虚经闭。,http://www.zhongyoo.com//uploads/allimg/2110/1-211010212911329.jpg,木质藤本。高2～3米。根粗壮，外皮暗紫红色。茎多分枝，有细纵纹，幼枝绿色。单叶互生，革质，具柄；卵形或长圆形，长4～8厘米，宽2～3.5厘米，顶端渐尖，基部阔楔形或近圆形，两面绿色无毛，下面侧脉极明显。腋生聚伞花序或有时成顶生圆锥花序；花小，绿白色；花萼5裂，裂片三角形；花瓣5，匙形；雄蕊5；子房2室，藏于五角形的花盘内。坚果球形，熟时红褐色，顶部有一鸭舌形膜质的薄翅，翅长3～5厘米。花期夏季。,尚不明确
http://www.zhongyoo.com/name/dinggongteng_40.html,丁公藤,麻辣子藤、包公藤、斑鱼烈,Erycibes Caulis,生于山谷湿润密林中或路旁灌丛。分布于广东、海南、云南等地。,温，味辛。归胃经、脾经、肝经,祛风除湿、消肿止痛。属祛风湿药下属分类的祛风湿散寒药。,用量3～6克，配制酒剂，内服或外搽。用治风湿痹痛、半身不遂、跌扑肿痛、慢性风湿性关节炎、青光眼、各种疼痛。,http://www.zhongyoo.com//uploads/allimg/131031/1-131031102209D0.jpg,高大木质藤本。小枝黄绿色，有明显的棱，无毛。叶互生，淡红色，革质，椭圆形或倒长卵形，顶端钝或钝圆，基部渐狭成楔形，两面有毛，侧脉4～7对，在叶背面微突起，至边缘以内网结上举。聚伞花序，集成圆锥花序，腋生或顶生，花序轴、花序梗被淡褐色柔毛；花萼球形，萼片近圆形，外被淡褐色柔毛，有缘毛，毛不分叉；花冠白色，每一裂片具一近于三角形的外被毛的瓣中带；雄蕊5枚，不等长，花药与花丝近等长，花丝之间有鳞片；子房圆柱形，柱头圆锥状，贴着子房，两者近等长。浆果卵状椭圆形。,有小毒。本品有强烈的发汗作用，虚弱者慎用，孕妇忌服
http://www.zhongyoo.com/name/dongfengju_37.html,东风橘,狗骨簕、东风桔、砐壳刺、狗吉、乌柑仔、山柑子、黄根、半天钓、假花椒、猪钓簕公,Atalantiae Buxifoliae Radix Et Caulis,生于旷野、村边、路旁灌木丛中。分布于广东、海南、广西等地。,微温，味辛、苦。归肺经、胃经、脾经,祛风解表、化痰止咳、理气止痛。属解表药下属分类的辛温解表药。,用量15～30克，煎服。用治感冒、头痛、咳嗽、支气管炎、疟疾、胃痛、风湿性关节炎、腰腿痛。,http://www.zhongyoo.com//uploads/allimg/2110/1-21100H14U35I.jpg,多分枝、有刺灌木或矮乔木，秃净或幼枝被小柔毛，常有腋生强硬的刺。叶互生，腋间有锐刺，叶片厚革质，有油点，狭椭圆形、倒卵状椭圆形、卵形至近圆形，先端圆而凹入，基部窄而呈一屈柄，有多数纤弱的脉，揉之有柑橘香气。花两性，单生，或2~3朵聚生于叶腋内，无柄或近无柄；萼齿阔卵状三角形；花瓣6，白色；花萼近球形。浆果近球形，熟时蓝黑色。花期夏季。,尚不明确
http://www.zhongyoo.com/name/_mu_33.html,楤木,鸟不宿、刺老包、楤木白皮、鹊不宿、鹊水踏、刺龙苞、黑龙皮、雀不站、百鸟不栖、千枚针,Adix et Cortex Araliae Chinensis,多野生于较阴的低山坡、林下、山谷沟边、林缘、郊野路边或旷地灌丛中。主要分布于我国黄河以南至长江流域各地。,甘、微苦，性平。归脾经、肝经、肾经,祛风湿、利小便、散瘀血、消肿毒。属祛风湿药下属中的祛风湿强筋骨药。,用量15～30克，煎服或浸酒服；外用适量鲜品捣敷患处。用治风湿痹痛、腰肌劳损、腹水、胃病、骨髓炎、急性或慢性肝炎等。,http://www.zhongyoo.com//uploads/allimg/2110/1-211006205201556.jpg,落叶灌木或小乔木，高3～8米。茎枝疏生皮刺，幼枝被黄棕色茸毛；叶为2回或3回单数羽状复叶，有小叶5～11，基部另有小叶1对，小叶卵形、宽卵形或长卵形。边缘有细锯齿，上面疏生粗伏毛，下面有黄色或灰色短柔毛，沿脉尤密；伞形花序集成顶生大圆锥花序，被黄棕色或灰棕色短柔毛；果圆球形，有5棱，熟时黑色。,孕妇慎用
http://www.zhongyoo.com/name/dafeiyangcao_34.html,大飞扬草,飞扬草、白乳草、天泡草、大乳汁草、催乳草、大奶浆草,Euphorbiae Hirtae Herba,生于旷地、路旁、园边。分布于广东、广西、福建等地。,辛、酸，性寒。归肺经、肝经,清热、解毒、通乳、渗湿、止痒。属清热药下属分类的清热解毒药。,用量6～9克，煎服；鲜品1～2两，外用：煎水洗或捣敷。用治急性肠炎、菌痢、淋病、尿血、肺痈、乳痈、疔疮、肿毒、湿疹、脚癣、皮肤瘙痒。,http://www.zhongyoo.com//uploads/allimg/130528/1-13052Q50521U1.jpg,一年生草本，被粗毛，含白色乳汁，通常由茎基部分枝。枝常淡红色或淡紫色，匍匐状或扩展，长15～40厘米。叶对生，卵形至矩圆形，长1～4厘米，基部略狭而偏斜，边缘有小锯齿，中部通常有紫斑；托叶小，线形。杯状花序多数密集成腋生头状花序；总苞宽钟形，外被柔毛，顶端4裂；腺体4，漏斗状，有短柄及花瓣状附属物；花单性，无花被；雌雄花同生于总苞内；雄花多数，雄蕊1枚；雌花单1，生于花序中央，子房3室，花柱3。蒴果阔卵形，长约1.6毫米，被毛，三角形。花期全年。,孕妇、脾胃虚寒者慎用
http://www.zhongyoo.com/name/heshouwu_61.html,何首乌,首乌、赤首乌、夜交藤根、生何首乌、地精、赤敛、陈知白、红内消、山哥、山精、何相公,Polygoni Multiflori Radix。,生于山脚阳处、溪边、路旁及灌木丛中。分布于广东、贵州、广西、河南、江苏等地。,温，味苦、甘、涩。归肝经、肾经、心经,解毒、消痈、润肠通便。属泻下药下分类的润下药。,用量6～12克，煎服。用治瘰疬疮痈、风疹瘙痒、肠燥便秘、高血脂。,http://www.zhongyoo.com//uploads/allimg/131112/1-131112152520391.jpg,多年生缠绕草本。块根肥大，外表红褐色至暗褐色。茎多分枝，下部稍木质化，上部较细，有时呈淡红色，具纵条纹，中空。叶互生，具长柄，卵状心形，先端渐尖，基部心形或近心形，全缘，两面较粗糙，无毛。托叶鞘状，膜质，无缘毛，常早落。花序圆锥状，顶生或腋生，开展；苞片卵形，中部绿色，边缘膜质透明，无毛；苞片内生白色小花2～4朵，花被片5，不等大，结果时外轮3片增大、肥厚，背部生宽翅，翅下延至花梗节处；雄蕊8枚，短于花被片；花柱3枚，柱头头状。瘦果形，黑色，具光泽。花期10月，果期11月。,大便清泄及有湿痰者不宜，忌铁器
http://www.zhongyoo.com/name/zoumajian_237.html,走马箭,走马风、蒴藿根、陆英根、接骨木、排风藤、七叶根、掌落根,Radix Sambuci,生于中海拔山地的路旁村边、荒地或沟谷向阳处。分布于广东、广西、江西等地。,温，味甘、酸,祛风除湿、活血散瘀。属祛风湿药下属分类的祛风湿强筋骨药。,用量6～12克，鲜品30～60克，煎服；或捣敷外用；或煎水洗。用治风湿疼痛、肾炎水肿、脚气浮肿、痢疾、黄疸、慢性气管炎、风疹瘙痒、丹毒、疮肿、跌打损伤、骨折。,http://www.zhongyoo.com//uploads/allimg/2109/1-210923164442415.jpg,灌木状草本。主根垂直，支根不多。茎具棱，平滑无毛。叶对生，单数羽状复叶，小叶5～9，长椭圆状披针形，先端渐尖，基部偏斜稍圆或阔楔形，边缘具密而尖锐的锯齿，两面均平滑无毛，或叶脉上有短柔毛；无托叶，小叶柄短或近于无柄。复伞形花序顶生，有短柔毛；小总苞片细小，卵状披针形；萼5裂，下部愈合成钟状；花冠白色，5裂，裂片卵形；雄蕊5枚，与花冠裂片互生，花丝短，药室向外开裂；子房卵圆形，柱头头状；花间杂有黄色杯状腺体。浆果球形，红色。花期8月，果期10月。,尚不明确
http://www.zhongyoo.com/name/chuanxinlian_32.html,穿心莲,一见喜、苦胆草、印度草、榄核莲、四方莲,Andrographis Herba,穿心莲生于湿热的平原、丘陵地区。江西、湖南、福建、广东、广西、四川有栽培，目前长江南北各地广泛引种。,苦，性寒。归肺经、胃经、肝经,清热解毒、凉血、消肿。属清热药下属中的清热解毒药。,穿心莲用量6～9克，煎服；外用适量。用治感冒发热、咽喉肿痛、口舌生疮、顿咳劳嗽、泄泻痢疾、热淋涩痛、痈肿疮疡、毒蛇咬伤。,http://www.zhongyoo.com//uploads/allimg/130528/1-13052Q40556437.jpg,多年生草本。单叶，对生，纸质，叶片卵状、矩圆状披针形。总状花序顶生或腋生，集成大型圆锥花序；裂片三角状披针形；花冠白色而下唇带紫色斑纹，二唇形；雄蕊2枚；子房上位。蒴果扁，有2条纵槽，疏生腺毛，成熟后开裂为2果瓣。种子多数，骨质，多皱纹，秃净，黄色或深褐色。花期8～9月，果期10月。,阳虚及脾胃虚寒者慎用。不宜过量或久服
http://www.zhongyoo.com/name/huangjing_66.html,黄精,甜黄精、姜形黄精、白及黄精、玉竹黄精、兔竹、垂珠、龙衔、太阳草、野仙姜、山生姜、鸡头参、黄鸡菜、马箭、笔菜、黄芝、笔管菜、阳雀蕻、土灵芝、老虎姜,Polygonati Rhizoma,黄精：生于山地林下、灌丛或山坡的半阴处。分布于东北、华北及陕西、宁夏、浙江等地。,平，味甘。归肺经、脾经、肾经,补气养阴、健脾、润肺、益肾。属补虚药下分类的补阴药。,用量9～15克，煎服，鲜品30～60克；或入丸、散，熬膏。外用：适量，煎汤洗；熬膏涂；或浸酒搽。用治脾胃虚弱、体倦乏力、口干食少、肺虚燥咳、精血不足、内热消渴。,http://www.zhongyoo.com//uploads/allimg/131126/1-131126111426202.jpg,黄精：多年生草本，高50～90厘米。根茎横走，圆柱状，结节膨大。叶轮生，无柄，每轮4～6片；叶片条状披针形，长8～15厘米，宽0.4～1.6厘米，先端卷曲。花腋生，2～4朵成伞形花丛，总花梗长1～2厘米；花被筒状，白色至淡黄色，全长0.9～1.3厘米，裂片6，披针形；雄蕊6枚，花丝短为子房长1.5～2倍。浆果球形，成熟时紫黑色。花期5～6月，果期7～9月。,中寒泄泻，痰湿痞满气滞者忌服
http://www.zhongyoo.com/name/chixiaodou_31.html,赤小豆,赤豆、红小豆、朱小豆、小豆、红豆、猪肝赤、杜赤豆、小红绿豆、虱牳豆、朱赤豆、金红小豆、茅柴赤、米赤豆,Rice Bean,栽培，也有野生。分布于广东、广西等地，我国南部各省普遍栽种。,甘、酸，性平。归心经、小肠经,利水消肿、解毒排脓。属利水渗湿药下属中的利水消肿药。,用量9～30克，煎服；外用适量，研末调敷。赤小豆主治水肿胀满、脚气肢肿、黄疸尿赤、风湿热痹、痈肿疮毒、肠痈腹痛。,http://www.zhongyoo.com//uploads/allimg/130528/1-13052Q40143J0.jpg,一年生直立草本，或上部缠绕状。嫩时被倒生细毛，老时无毛。3出复叶；托叶披针形或卵状披针形；小叶纸质，披针形、长圆状披针形或卵圆形至宽卵圆形，有时稍呈菱形，先端渐尖或急尖，基部阔三角形、近圆形或近截形，有时侧生小叶偏斜，全缘，两面无毛或仅叶脉上有疏毛，基出脉3条。总状花序腋生，有花数朵至多数；小苞片2，具毛；花萼淡绿色，短钟形，萼齿5；花冠蝶形，黄色，旗瓣圆肾形，先端微凹，基部心形，翼瓣斜卵形，基部具渐狭的爪，龙骨瓣狭长，先端延长成喙状，螺旋状卷曲；子房上位，密被短硬毛。狭果细瘦，线状扁柱形，通常弯曲镰形，先端具喙。种子长椭圆形，狭窄，暗红色，少有褐色、黑色或草黄色，种脐凹陷。花期5～8月，果期8～9月。,阴虚津伤者慎服，过剂可渗利伤津
