链接,名字,组成,用法,功效,主治
http://www.zhongyoo.com/fangji/ycgt_543.html,茵陈蒿汤,组成茵陈六两(18克)；栀子十四枚(9克)；大黄去皮，二两(6克)。,用法上三味，以水一斗二升，先煎茵陈，减六升，内二味，煮取三升，去滓，分三服。小便当利，尿如皂角汁状，色正赤，一宿腹减，黄从小便出也。,清热，利湿，退黄。,湿热黄疸。一身面目俱黄，黄色鲜明，食少呕恶，腹满便秘，小便黄赤，舌苔黄腻，脉沉数。
http://www.zhongyoo.com/fangji/zlt_13407.html,止痢汤,组成马齿苋60克，地绵草30克，凤尾草30克。,用法水煎服。,清热利湿，止痢解毒。,痢疾。症见发热，腹痛，腹泻，便脓血，里急后重等。
http://www.zhongyoo.com/fangji/zx_542.html,紫雪,组成石膏、寒水石、滑石、磁石各三斤(各1.5千克)；犀角屑(水牛角代)、羚羊角屑(山羊角代)、沉香、青木香各五两(各150克)；玄参、升麻各一斤(各500克)；甘草炙，八两(240克)；丁香一两(30克)；芒硝制，十斤(5千克)；硝石精制，四升(96克)；麝香研，五分(1.5克)；朱砂飞研，三两(90克)；黄金一百两(3.1千克)。,用法以水一斛，先煮五种金石药，得四斗，去滓后，内八物，煮取一斗五升，去滓，取硝石四升，芒硝亦可，用朴硝精者十斤投汁中，微炭火上煮，柳木篦搅勿住手，有七升，投在木盆中，半日欲凝，内成研朱砂三两(90克)，细研麝香五分(1.5克)，内中搅调，寒之二日呈霜雪紫色。病人强壮者，一服二分(0.6克)，当利热毒；老弱人或热毒微者，一服一分(0.3克)，以意节之。,清热开窍，息风止痉。,热邪内陷心包及热盛动风证。高热烦躁，神昏谵语，痉厥抽搐，斑疹吐衄，口渴引饮，尿赤便秘，舌红绛苔干黄，脉弦数有力，以及小儿热盛惊厥。
http://www.zhongyoo.com/fangji/zsasw_541.html,朱砂安神丸,组成朱砂五钱(15克)另研，水飞为衣；黄连去须，净，酒洗，六钱(18克)；炙甘草五钱半(16.5克)；生地黄一钱半(4.5克)；当归二钱半(7.5克)。,用法上四味共为细末，另研朱砂，水飞如尘，阴干，为衣，汤浸蒸饼为丸，如黍米大，每服十五丸(6克)，津唾咽之，食后。现代用法：上药研末，炼蜜为丸，朱砂另研，水飞为衣。每次服6～9克，临睡前温开水送服；亦可作汤剂，用量按原方比例酌定，朱砂研细末水飞，以药汤送服。,镇心安神，清热养阴。,心火亢盛，阴血不足证。心神烦乱，惊悸不安，失眠多梦，胸中烦热，舌红，脉细数。
http://www.zhongyoo.com/fangji/zbd_538.html,至宝丹,组成生乌犀屑(水牛角代)，朱砂研飞；雄黄研飞；生玳瑁屑研；琥珀研，各一两(各30克)；麝香研龙脑研，各一分(各3克)；金箔半入药，半为衣银箔研，各五十片(各50片)；牛黄研，半两(15克)；安息香一两半(45克)，为末，以无灰酒搅澄飞过，滤去沙土，约得净数一两(30克)，慢火熬成膏。,用法将生犀、玳瑁为细末，入余药研均，将安息香膏重汤煮，凝成后，入诸药中和搜成剂，盛不津器中，并旋圆如桐子大，用人参汤化下三至五丸(3克)，每两岁儿童服二丸，人参汤化下。现代用法：水牛角、玳瑁、安息香、琥珀分别粉碎成细粉；朱砂、雄黄分别水飞成极细粉；将牛黄、麝香、冰片研细，与上述粉末配研、过筛、混匀。加适量炼蜜制成大蜜丸，每丸重3克。口服，每次1丸，每日1次，小儿减量。,清热开窍，化浊解毒。,温病痰热内闭心包证。神昏不语，身热烦躁，痰盛气粗，舌红苔黄垢腻，脉滑数，以及中风、中暑、小儿惊厥属痰热内闭者。
http://www.zhongyoo.com/fangji/bht_1007.html,白虎汤,组成石膏一斤，碎(30克)、知母六两(9克)、甘草二两，炙(3克)、粳米六合(9克)。,用法上四味，以水一斗，煮米熟汤成，去滓，温服一升，日三服。现代用法：水煎服。,清热生津。,阳明气分热盛，症见壮热面赤，烦渴引饮，汗出恶热，脉洪大有力或滑数。
http://www.zhongyoo.com/fangji/gzt_1178.html,桂枝汤,组成桂枝三两，去皮(9克)、芍药三两(9克)、甘草二两炙(6克)、生姜三两，切(9克)、大枣十二枚，擘(3克)。,用法上五味，㕮咀，以水七升，微火煮取三升，适寒温，服一升。服已须臾，啜热稀粥一升余，以助药力。温覆令一时许，遍身絷絷微似有汗者益佳，不可令如水流漓，病必不除。若一服汗出病瘥，停后服，不必尽剂；若不汗，更服，依前法；又不汗，后服小促其间，半日许令三服尽。若病重者，一日一夜服，周时观之，服一剂尽，病证犹在者，更作服；若汗不出，乃服至二三剂。禁生冷、黏滑、肉、面、五辛、酒酪、臭恶等物。现代用法：水煎服，温覆取微汗。,解肌发表，调和营卫。,外感风寒表虚证。头痛发热，汗出恶风，鼻鸣干呕，口不渴，舌苔薄白，脉浮缓或浮弱。
http://www.zhongyoo.com/fangji/xxt_12719.html,泻心汤,组成大黄二两(6克)、黄连一两(3克)、黄芩一两(3克)。,用法水煎服。,泻火解毒，清化湿热。,邪火内炽，迫血妄行，症见吐血衄血等；或湿热内蕴而成黄疸，见有胸痞烦热；或积热上冲而致目赤且肿，口舌生疮；或外科疮疡，见有心胸烦热，大便干结等。
http://www.zhongyoo.com/fangji/zss_539.html,止嗽散,组成桔梗三两(90克)、荆芥三两(90克)、紫菀三两(90克)、百部三两(90克)、白前三两(90克)、甘草一两(30克)、陈皮一两五钱(45克)。,用法药研细末，每次服6～9克，水煎服。也可用饮片作汤剂，水煎服，各药用量按常规剂量。,止咳化痰，宣肺疏表。,风邪犯肺。咳嗽咽痒，咳痰不爽，或微有恶风发热，舌苔薄白，脉浮缓。
http://www.zhongyoo.com/fangji/qhsst_536.html,羌活胜湿汤,组成羌活、独活各一钱(各6克)，藁本、防风、炙甘草、川芎各五分(各3克)，蔓荆子三分(2克)。,用法上呚咀，都作一服，水二盏，煎至一盏，去滓，温服，空心食前。现代用法：水煎，食前温服。,发汗祛风，除湿止痛。,风湿在表证。头痛身重，肩背疼痛不可回顾，或腰脊疼痛，难以转侧，苔白脉浮。
http://www.zhongyoo.com/fangji/zwt_535.html,真武汤,组成茯苓三两(9克)，白芍三两(9克)，白术二两(6克)，生姜三两(9克)，炮附子(去皮，破八片)一枚(9克)。,用法以水八升，煮取三升，去滓，温服七合，日三服。现代用法：水煎温服。,温阳利水。,脾肾阳虚水肿。全身浮肿，四肢沉重，小便不利，恶寒肢冷，腹痛下利，舌质淡胖，舌苔白滑，脉沉细。
http://www.zhongyoo.com/fangji/sjs_7017.html,生肌散,组成石膏、轻粉、赤石脂各一两(各30克)，黄丹(飞)二钱(6克)，龙骨、血竭、乳香、樟脑各三钱(各9克)。,用法上为细末，先用甘草、当归、白芷各一钱(各3克)，煎汤洗净患上，用此干掺，软油纸盖扎，二日一洗一换。,活血祛腐，生肌敛疮。,主治痈疽疮疖，诸种溃疡，疮口腐肉已脱，脓水将尽之证。
http://www.zhongyoo.com/fangji/hhd_13181.html,黑虎丹,组成灵磁石(醋煅)一钱五分(1.5克)，母丁香、公丁香(炒黑)各一钱(各3克)，全蝎(炒过)7只约一钱五分(4.5克)，炒僵蚕7只约七分(2.1克)，炙甲片三钱(9克)，炙蜈蚣二钱(6克)，蜘蛛(炒炭)7只，麝香五分(1.5克)，牛黄二分(0.6克)，冰片一钱(3克)。,用法各研极细粉末，混合均匀；用时掺少许在疮头上，外盖太乙膏，隔日换药1次。,消肿提脓。,主治大证顽毒，并无恶肉，而脓水频仍，经久不愈；亦尝用于疔疮初起。
http://www.zhongyoo.com/fangji/mtss_13177.html,密陀僧散,组成雄黄、硫黄、蛇床子各二钱(各6克)，密陀僧、石黄各一钱(各3克)，轻粉五分(1.5克)。,用法为末，醋调搽患处。,祛风，杀虫，止痒。,主治白癜风，汗斑，腋臭等。
http://www.zhongyoo.com/fangji/spytq_13173.html,三品一条枪,组成明矾二两(60克)、砒石一两五钱(45克)、雄黄二钱四分(7.2克)、乳香一钱二分(3.6克)。,用法上药为末，制成药条，插入患处。,祛腐拔瘘。,主治痔疮肛瘘，瘿瘤瘰疬，疔疮，发背，脑疽等病症。
http://www.zhongyoo.com/fangji/wbzt_13163.html,五倍子汤,组成五倍子、朴硝、桑寄生、莲房、荆芥各一两(各30克)。,用法水煎，先熏后洗。,消肿止痛，收敛止血。,主治痔疮肿痛。
http://www.zhongyoo.com/fangji/kzs_13162.html,枯痔散,组成白矾二两(60克)、蟾酥二钱(6克)、轻粉四钱(12克)、白砒一两(30克)、天灵盖一块(12克)。,用法为末，每用适量，搽痔上。,蚀疮消肿。,主治痔疮肿痛。
http://www.zhongyoo.com/fangji/zcy_13161.html,紫草油,组成紫草250克、香油1000毫升、冰片3克。,用法每用适量，外涂患处。,清热解毒，化腐生肌。,主治烧伤，烫伤，湿疹，以及某些感染性皮肤病。
http://www.zhongyoo.com/fangji/shxj_13157.html,三黄洗剂,组成大黄、黄柏、黄芩、苦参各等分。,用法为末，每10～15克加入蒸馏水100毫升、医用石炭酸1毫升。摇匀，外搽患处，每日3～5次。,清热，燥湿，止痒，收敛。,主治各种急性无渗出性皮炎，单纯性皮肤瘙痒等。
http://www.zhongyoo.com/fangji/ths_7964.html,桃花散,组成白石灰六份、大黄一份。,用法为末，每用适量，掺撒或用凉水调敷患处。,止血。,主治疮口出血，创伤出血。
http://www.zhongyoo.com/fangji/ysg_13144.html,一扫光,组成苦参、黄柏各一斤(各500克)，烟胶一升(500克)，木鳖肉、蛇床子、点红椒、明矾、枯矾、硫黄、大风子肉、樟脑、水银、轻粉各二两(各60克)，白砒五钱(15克)。,用法上药共研细末。熟猪油二斤四两(1120克)化开，入药搅匀，作丸如龙眼大。用时烤热，搽擦疮上。,杀虫止痒。,主治白秃疮，疥疮，白屑风等。
http://www.zhongyoo.com/fangji/ehs_13145.html,鹅黄散,组成绿豆粉一两(30克)、黄柏三钱(9克)、轻粉二钱(6克)、滑石五饯(15克)。,用法上药研为细末。每用适量，扑患处。,清热燥湿。,主治痤痱疮作痒，抓之皮损，随后又疼。
http://www.zhongyoo.com/fangji/dds_13146.html,颠倒散,组成大黄四两(120克)、硫黄四两(120克)。,用法每次用少许，凉水调敷患处，每日1～3次。,清热解毒，凉血散瘀。,主治酒齇鼻，肺风粉刺，白屑风等。
http://www.zhongyoo.com/fangji/lmhdd_13143.html,立马回疔丹,组成蟾酥一钱(3克)、硇砂一钱(3克)、轻粉一钱(3克)、白丁香一钱(3克)、蜈蚣1条、雄黄二钱(6克)、朱砂二钱(6克)、乳香六分(1.8克)、麝香一字(1克)、金顶砒(砒石)五分(1.5克)。,用法上为细末，糊成麦子大。凡遇疔疮，针破，用此一粒插入孔内，膏盖之，次后追出脓血疔根为效。,攻毒破结，消肿止痛。,主治疗疮走散不收。
http://www.zhongyoo.com/fangji/yhjng_13133.html,阳和解凝膏,组成鲜牛蒡(大力子梗、叶、根)三斤(1500克)，鲜白凤仙梗四两(120克)，川芎一两(30克)，附子二两(50克)，桂枝二两(60克)，大黄二两(60克)，当归二两(60克)，肉桂二两(60克)，草乌二两(60克)，川乌二两(60克)，地龙二两(60克)，僵蚕一两(60克)，赤芍二两(60克)，白芷二两(60克)，白蔹二两(60克)，白及二两(60克)，乳香二两(60克)，没药二两(60克)，官桂二两(60克)，续断一两(30克)，防风一两(30克)，荆芥一两(30克)，五灵脂一两(30克)，木香一两(30克)，香橼一两(30克)，陈皮一两(30克)，苏合油四两(120克)，麝香一两(30克)，大麻油十斤(5000克)。,用法制膏，外用。,温经和阳，祛风散寒，调气活血，化痰通络。,主治阴疽、骨痨、流痰、骨瘤、乳痰、乳癖、肉瘿等证，病灶特点为局部漫肿，隐痛，皮色不变或暗红，不热或微热，病灶深着。
http://www.zhongyoo.com/fangji/xqt_13124.html,先期汤,组成生地黄二钱(6克)，川当归二钱(6克)，白芍二钱(6克)，黄柏一钱(3克)，知母一钱(3克)，黄芩八分(3克)，黄连八分(3克)，川芎八分(3克)，炒阿胶八分(3克)，艾叶七分(2克)，香附七分(2克)，炙甘草七分(2克)。,用法水煎服。,凉血固经。,主治月经先期、色鲜量多，或经行血多如崩等，舌红，苔黄，脉弦细数。
http://www.zhongyoo.com/fangji/jyg_13123.html,鲫鱼膏,组成鲫鱼八两(250克)、火麻仁五钱(15克)、乳香五钱(15克)、没药五钱(15克)、巴豆五钱(15克)、轻粉五钱(15克)、土贝母一两(30克)，柳、桃、榆、槐、桑枝各1尺(各33厘米)。,用法用香油十二两(373克)，将上药熬枯，去渣，入铅粉十二两(375克)收膏，用油纸摊成膏药。用时，略烘烊，贴患处。,拔毒排脓，生肌敛疮。,主治发背，对口，乳痈，流注，痔漏，附骨疽，日久顽疮、冻疮，裂口等。
http://www.zhongyoo.com/fangji/bbd_13122.html,八宝丹,组成珍珠一钱(3克)，牛黄五分(1.5克)，象皮一钱五分(4.5克)，琥珀一钱五分(4.5克)，煅龙骨一钱五分(4.5克)，轻粉—钱五分(4.5克)，冰片三分(0.9克)，煅炉甘石三钱(9克)。,用法上药研极细末。每用少许，外撒创口。,生肌长肉，收口。,主治疮疡脓水将尽，疮口不敛，阴证、阳证都可使用。
http://www.zhongyoo.com/fangji/htx_13121.html,黑退消,组成生川乌15克、生草乌15克、生南星15克、生半夏15克、生磁石15克、公丁香15克、肉桂15克、制乳香15克、制没药15克、炒甘松9克、硇砂9克、冰片6克、麝香6g,用法上药除冰片、麝香外，各药研细末后和匀，再将冰片、麝香研细后加入和匀，用瓶装置，不使出气。用时将药粉撒于膏药或油膏上敷贴患处。,行气活血，祛风逐寒，消肿破坚，舒筋活络。,主治治一切阴证未溃者，如骨痨、流痰、附骨疽、环跳疽、瘰疬、瘿瘤、乳痰、乳癖等。
http://www.zhongyoo.com/fangji/gstjt_13119.html,甘遂通结汤,组成甘遂末0.6～1克、桃仁9克、木香9克、生牛膝9克、川朴15克、赤芍15克、大黄10～24克。,用法除甘遂末外，其余药水煎，后冲服甘遂末。,行气活血，逐水通下。,主治单纯性不全肠梗阻属肠腑湿阻，症见腹痛呕吐，便秘，水走肠间，舌苔腻，脉弦滑。
http://www.zhongyoo.com/fangji/tyg_13118.html,太乙膏,组成肉桂、白芷、当归、玄参、赤芍、生地黄、大黄、土木鳖各二两(各60克)，槐枝100段，柳枝100段，阿魏三钱(9克)，轻粉四钱(12克)，血余一两(30克)，东丹二斤五两(1200克)，乳香、没药各半两(各15克)，麻油五斤(2500克)。,用法除东丹外，将余药入油煎，熬至药枯，滤去渣滓，再加入东丹，搅匀成膏。用时，隔火炖烊，摊于纸上，随疮口大小敷贴患处。,活血消肿，拔毒生肌。,主治发背，痈疽，恶疮，跌打损伤，湿痰流毒，筋骨走注作痛，烫火伤等。
http://www.zhongyoo.com/fangji/hyylg_13117.html,回阳玉龙膏,"组成草乌(炒)三两(90克),煨于姜(炒)三两(90克)，赤芍一两(30克)，白芷一两(30克)，煨天南星一两(30克)，肉桂五钱(15克)。",用法制膏，外用。,温经活血，散寒化痰。,主治背疽阴证，寒湿流注，冷痛痹风等证，病灶特点为不肿高，不焮痛，不发热，不作脓，皮色不变，漫肿无头。
