链接,药名,处方,功能主治,用法用量,图片
http://www.zhongyoo.com/zhongchengyao/qybwd_13174.html,庆余辟瘟丹,羚羊角、香附(制)、大黄、土藿香、玄精石、玄明粉、朱砂、木香、川乌(制)、五倍子、苍术(米泔水润炒)、苏合香、半夏(制)、玳瑁、雄黄、黄连、滑石、猪牙皂、厚朴(制)、肉桂(去粗皮)、郁金、茯苓、茜草、金银花、黄芩、柴胡、黄柏、紫苏叶、升麻、白芷、天麻、川芎、草河车、干姜、丹参、桔梗、石菖蒲、檀香、蒲黄、琥珀、麻黄、陈皮、麝香、安息香、冰片、细辛、千金子霜、丁香、巴豆霜、当归、桃仁霜、甘遂(制)、红大戟、莪术、槟榔、胡椒、葶苈子、白芍(炒)、禹粮石(煅)、桑白皮、山豆根、毛慈菇、鬼箭羽、降香、赤豆、紫菀、牛黄、铜石龙子、芫花(制)、蜈蚣(去头、足)、斑蝥(去头、足、翅)、大枣、水牛角浓缩粉、雌黄,辟秽气，止吐泻。用于感受暑邪，时行痧气，头晕胸闷，腹痛吐泻。,口服。一次1～2袋，一日1～2次。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z2210K644P4.jpg
http://www.zhongyoo.com/zhongchengyao/bws_8704.html,避瘟散,檀香、零陵香、白芷、香排草、姜黄、玫瑰花、甘松、丁香、木香、人工麝香、冰片、朱砂、薄荷脑,祛暑避秽，开窍止痛。用于夏季暑邪引起的头目眩晕、头痛鼻塞、恶心、呕吐、晕车晕船。,口服。一次0.6克。外用适量，吸入鼻孔。,http://www.zhongyoo.com//uploads/allimg/1610/2-161021132103151.jpg
http://www.zhongyoo.com/zhongchengyao/glxdw_6631.html,甘露消毒丸,藿香、石菖蒲、白豆蔻、连翘、黄芩、木通、滑石、茵陈、川贝母、射干、薄荷,利湿化浊，清热解毒。用于湿温时疫、邪在气分。症见发热、倦怠、胸闷、腹胀、肢酸、咽肿、身黄、颈肿、口渴、小便短赤或淋浊，舌苔淡白或厚或干黄者。,口服。成人一次6～9克，一日3次。7岁以上儿童服成人二分之一量；3～7岁儿童服成人三分之一量。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100622201cD.jpg
http://www.zhongyoo.com/zhongchengyao/lhfc_13172.html,莲花峰茶,枳实、川木通、甘草、紫苏、桔梗、天花粉、滑石、小茴香、茯苓、广藿香、槟榔、香薷、木瓜、前胡、桑叶、桑白皮、柴胡、青皮、豆蔻、鬼针草、木香、丁香、山楂、茵陈、泽泻、半夏(制)、防风、九层塔、白术、白扁豆、苍术、陈皮(制)、大腹皮、铁苋菜、水龙、车前子、砂仁、丁葵草、厚朴、麦芽(炒)、桂枝、稻芽(炒)、荆芥、爵床、茶叶,疏风散寒，清热解暑，祛痰利湿，健脾开胃，理气和中。用于四时感冒，伤暑挟湿，脘腹胀满，呕吐泄泻。,开水冲泡服或煎服，一次6～9克。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z2191K500495.jpg
http://www.zhongyoo.com/zhongchengyao/qsw_13167.html,祛暑丸,广藿香、木瓜、丁香、檀香、茯苓、甘草、紫苏叶、香薷,清暑去湿，和胃止泻。用于中暑外感，憎寒发热，头疼身倦，腹胀吐泻。,口服。成人一次1丸，一日2次，空腹温开水送下；7岁以上小儿服成人二分之一量，3～7岁服成人三分之一量。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z2191G3123M.jpg
http://www.zhongyoo.com/zhongchengyao/hxzqw_13160.html,藿香正气丸,广藿香、紫苏叶、白芷、白术、陈皮、半夏、厚朴、茯苓、桔梗、甘草、大腹皮、生姜、大枣,解表化湿，理气和中。用于外感风寒，内伤湿滞，头痛昏重，胸膈痞闷，脘腹胀痛，呕吐泄泻。,口服。温开水送服。①水丸剂：成人一次6克，每日2次；②蜜丸剂：成人一次1丸，一日2次；12岁以下小儿服成人二分之一量，婴幼儿需遵医嘱；③浓缩丸：一次8丸。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z21612040b30.jpg
http://www.zhongyoo.com/zhongchengyao/wCyqp_8263.html,维C银翘片,山银花、连翘、荆芥、淡豆豉、淡竹叶、牛蒡子、芦根、桔梗、甘草、马来酸氯苯那敏、对乙酰氨基酚、维生素C、薄荷素油,辛凉解表，清热解毒。用于流行性感冒引起的发热头痛、咳嗽、口干、咽喉疼痛。,口服。一次2片，一日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610101KA3M0.jpg
http://www.zhongyoo.com/zhongchengyao/yyjdkl_6608.html,玉叶解毒颗粒,玉叶金花、金银花、菊花、野菊花、岗梅、山芝麻、积雪草,清热解毒，辛凉解表，清暑利湿，生津利咽。用于防治外感风热引起的感冒，咳嗽，咽喉炎，尿路感染及防暑。,口服。开水冲服，一次1袋，一日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161006220920521.jpg
http://www.zhongyoo.com/zhongchengyao/yqsfjn_8128.html,银翘伤风胶囊,山银花、连翘、牛蒡子、桔梗、芦根、薄荷、淡豆豉、甘草、淡竹叶、荆芥、人工牛黄,辛凉解表，清热解毒。用于外感风热所致的发热恶寒、口渴、头痛目赤、咽喉肿痛。,口服。一次4粒，一日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161010152T5B8.jpg
http://www.zhongyoo.com/zhongchengyao/jqgmkl_9019.html,金青感冒颗粒,金银花、大青叶、板蓝根、鱼腥草、薄荷、淡豆豉、淡竹叶、陈皮、甘草,辛凉解表，清热解毒。用于感冒发热、头痛咳嗽、咽喉疼痛。,口服。成人一次1袋，一日3次。小儿用量酌减，白开水冲服。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012154050N5.jpg
http://www.zhongyoo.com/zhongchengyao/sjgmp_6105.html,三金感冒片,薄荷油、三叉苦、玉叶金花、金盏银盘、大头陈、金沙藤，倒扣草、地胆头,清热解毒。用于风热感冒，症见发热、咽痛、口干。,口服。一次6片，一日3次。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z21515193I51.jpg
http://www.zhongyoo.com/zhongchengyao/lqjdw_8193.html,羚翘解毒丸,羚羊角、金银花、连翘、薄荷、荆芥穗、淡豆豉、牛蒡子、桔梗、淡竹叶、甘草,疏风清热，解毒。用于风热感冒之恶寒发热、头晕目眩、咳嗽、咽痛。,口服，每次1丸，每日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101016462L20.jpg
http://www.zhongyoo.com/zhongchengyao/sjyqs_7436.html,桑菊银翘散,桑叶、菊花、金银花、连翘、川贝母、桔梗、薄荷、淡竹叶、荆芥、牛蒡子、苦杏仁、芦根、蝉蜕、僵蚕、滑石、绿豆、淡豆豉、甘草,辛凉透表，宣肺止咳，清热解毒。用于外感风热之发热恶寒、头痛咳嗽、咽喉肿痛。,口服。成人一次1包，一日3次，用温开水冲服。6岁以上儿童一日2次，一次1/2包；6岁以下儿童，一日2次，一次1/3包，温开水调服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100QQ041201.jpg
http://www.zhongyoo.com/zhongchengyao/bxgmkl_13156.html,表虚感冒颗粒,桂枝、白芍、生姜、大枣、葛根、苦杏仁,散风解肌，和营退热。用于感冒病外感风寒表虚证，症见发热恶风，有汗，头痛项强，咳嗽痰白，鼻鸣干呕，苔薄白，脉缓。,口服。成人一次1～2袋，一日3次，小儿酌减，开水冲服。,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z2141645193J.jpg
http://www.zhongyoo.com/zhongchengyao/sjgmkl_7683.html,桑菊感冒颗粒,桑叶、菊花、薄荷油、苦杏仁、桔梗、连翘、芦根、甘草,疏风清热，宜肺止咳。用于风热感冒初起，头痛，咳嗽，口干，咽痛。,口服。开水冲服，一次11～22克，一日2～3次,http://www.zhongyoo.com//uploads/allimg/1902/1-1Z2141F145508.jpg
http://www.zhongyoo.com/zhongchengyao/dwxzw_6785.html,调胃消滞丸,厚朴(姜汁制)、羌活、广东神曲、枳壳、香附(四制)、半夏(制)、防风、前胡、川芎(酒蒸)、白芷、薄荷、砂仁、草果、木香、豆蔻、茯苓、苍术(泡)、广藿香、乌(醋制)、甘草、紫苏叶、陈皮(蒸),健胃消食，解表化湿。用于感冒风寒之发热头痛、消化不良、腹痛泄泻。,口服。每次1瓶(袋)，每日2次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100GTSa42.jpg
http://www.zhongyoo.com/zhongchengyao/lcc_8511.html,榄葱茶,青果(去核)、紫苏叶、生姜、葱头(鲜),解表，平胃。用于伤风感冒所致的发热、流涕、喷嚏、喉痒、胸腹胀满、恶心。,冲服。成人一次1包，一日3次，用温开水冲服。儿童酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112112591W.jpg
http://www.zhongyoo.com/zhongchengyao/fhgmkl_6485.html,风寒感冒颗粒,麻黄、葛根、紫苏叶、防风、桂枝、白芷、陈皮、苦杏仁、桔梗、甘草、干姜,解表发汗，疏风散寒。用于风寒感冒之发热、头痛、恶寒、无汗、咳嗽、鼻塞、流清涕。,口服，每次1袋，每日3次。7岁以上儿童服成人1/2量，3～7岁服成人1/3量。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100521252B91.jpg
http://www.zhongyoo.com/zhongchengyao/sftjn_13136.html,伤风停胶囊,麻黄、荆芥、白芷、苍术(炒)、陈皮、甘草,发散风寒。用于外感风寒，恶寒发热，头痛，鼻塞，鼻流清涕，肢体酸重，喉痒咳嗽，咳嗽痰清稀，舌质淡红，苔薄白，脉浮紧；及上呼吸道感染，感冒鼻炎等见上述症候者。,口服。一次3粒，一日3次。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131144033559.jpg
http://www.zhongyoo.com/zhongchengyao/jbzfw_13137.html,解表追风丸,荆芥、防风、紫苏叶、白芷、香附(制)、细辛、乌、荜茇、广藿香、冰片、柴胡、雄黄、砂仁、薄荷、丁香、陈皮(制)、豆蔻、独活、甘草、川芎(制)、天花粉、朱砂、天麻、檀香、半夏(制),祛风解表，健胃和中。用于体虚有风，头晕头痛，不思饮食，胸腹满闷，产妇风气。,口服。①大蜜丸：一次1丸，一日2～3次；②水蜜丸：一次1.6克，一日2～3次。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131145H6419.jpg
http://www.zhongyoo.com/zhongchengyao/jwqhw_13138.html,九味羌活丸,羌活、防风、苍术、细辛、川芎、白芷、黄芩、地黄、甘草,疏风解表，散寒除湿。用于外感风寒挟湿导致的感冒，症见恶寒、发热、无汗、头重而痛、肢体痠痛。,口服。成年人一次6～9克；小儿7岁以上，服成人量二分之一，3～7岁，服成年人三分之一量。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131150GQ23.jpg
http://www.zhongyoo.com/zhongchengyao/gzkl_13139.html,桂枝颗粒,桂枝、白芍、生姜、大枣、甘草,解肌发表，调和营卫。用于外感风邪，头痛发热，鼻塞干呕，汗出恶风。,口服。一次1袋，用温开水冲服，儿童酌减。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z13115363a26.jpg
http://www.zhongyoo.com/zhongchengyao/bsgmkl_13135.html,表实感冒颗粒,麻黄、紫苏叶、葛根、防风、白芷、桂枝、桔梗、杏仁、陈皮、生姜、甘草,发汗解表，祛风散寒。用于感冒病风寒表实证，症见恶寒重，发热轻，无汗，头项强痛，鼻流清涕，咳嗽，痰白稀。,口服。成年人一次1～2袋，一日3次，小儿酌减，温开水冲服。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131142942413.jpg
http://www.zhongyoo.com/zhongchengyao/yqjdw_13140.html,银翘解毒丸,金银花、连翘、薄荷、荆芥穗、淡豆豉、牛蒡子、桔梗、淡竹叶、甘草,疏风解表，清热解毒。用于风热感冒，症见发热头痛、咳嗽口干、咽喉疼痛。,口服。用汤或温开水送服。一次1丸，一日2～3次。7岁以上小儿服成人二分之一量；3～7岁服成人三分之一量。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131155S5914.jpg
http://www.zhongyoo.com/zhongchengyao/ssgmkl_13141.html,暑湿感冒颗粒,广藿香、佩兰、香薷、紫苏叶、白芷、防风、半夏、陈皮、杏仁、茯苓、大腹皮,清暑祛湿，芳香化浊。用于暑湿感冒，症见胸闷呕吐，腹泻便溏，发热，汗出不畅。,口服。成人一次1～2袋，一日3次，开水送服，小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z131162611250.jpg
http://www.zhongyoo.com/zhongchengyao/jdp_9034.html,金胆片,龙胆、金钱草、虎杖、猪胆膏,利胆消炎。用于急、慢性胆囊炎，胆石症以及胆道感染。,口服。一次5片，一日2～3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16101216102RB.jpg
http://www.zhongyoo.com/zhongchengyao/dljn_7758.html,胆乐胶囊,猪胆汁、连钱草、郁金、陈皮、南山楂,理气止痛，利胆排石。用于肝郁气滞所致的胁痛、胆胀，症见胁肋胀痛、纳呆尿黄;慢性胆囊炎、胆石症见上述证候者。,口服。每次4粒，每日3次，温开水送服；小儿酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009142520J9.jpg
http://www.zhongyoo.com/zhongchengyao/ldztp_8750.html,利胆止痛片,分茵陈、板蓝根、蒲公英、柴胡、川楝子、枳壳、苍术、赤芍、甘草、姜黄、仙鹤草、延胡索,清热利胆，理气止痛。用于肝胆湿热所致的胁痛，黄疸(如急、慢性肝炎，胆囊炎)。,口服。每次服6片，每日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012100226247.jpg
http://www.zhongyoo.com/zhongchengyao/jlsdkl_9003.html,金龙舒胆颗粒,分金钱草、龙胆草、柴胡、黄芩、大黄、滑石、莪术、青皮,清热利胆，舒肝理气。适用于湿热型及湿热兼气滞型的急、慢性胆囊炎。,开水冲服。一次20克，一日3次。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012155213X0.jpg
http://www.zhongyoo.com/zhongchengyao/eswwssw_5983.html,二十五味松石丸,松石、珍珠、珊瑚、朱砂、诃子(去核)、铁屑(诃子制)、余甘子、五灵脂膏、檀香、降香、木香马兜铃、鸭嘴花、牛黄、广木香、绿绒蒿、船形乌头、肉豆蔻、丁香、伞梗虎耳草、毛诃子(去核)、天竺黄、西红花、木棉花、麝香、石灰华,清热解毒，疏肝利胆，化瘀。用于肝郁气滞，血瘀，肝中毒，肝痛，肝硬化，肝渗水及各种急、慢性肝炎和胆囊炎。,口服。一次1克，一日1次。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100121442T43.jpg
http://www.zhongyoo.com/zhongchengyao/yqjn_5969.html,一清胶囊,黄连、大黄、黄芩,清热泻火解毒，化瘀凉血止血。用于火毒血热所致的身热烦躁、目赤口疮、咽喉牙龈肿痛、大便秘结、吐血、咯血、衄血、痔血；田之、扁桃体炎、牙龈炎见上述证候者。,口服。一次2粒，一日3次。,http://www.zhongyoo.com//uploads/allimg/1608/1-160S0155410328.jpg
http://www.zhongyoo.com/zhongchengyao/edkl_5979.html,二丁颗粒,紫花地丁、板蓝根、蒲公英、半边莲各250克,清热解毒。用于火热毒盛所致的热疖痈毒、咽喉肿痛、风热火眼。,口服。一次1袋，一日3次，开水冲服。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100121421aT.jpg
http://www.zhongyoo.com/zhongchengyao/xhp_8591.html,新癀片,肿节风、红曲、人工牛黄、三七、珍珠层粉、肖梵天花、水牛角浓缩粉、猪胆汁膏、吲哚美辛,清热解毒，活血化瘀，消肿止痛。用于热毒瘀血所致的咽喉肿痛，牙痛，痹痛，胁痛，黄疸，无名肿毒等症。,口服或外用。口服，一次2～4片，一日3次；外用适量，用冷开水调化，涂患处。,http://www.zhongyoo.com//uploads/allimg/1610/2-1610112142404R.jpg
http://www.zhongyoo.com/zhongchengyao/jlqrkl_9039.html,金莲清热颗粒,金莲花、大青叶、生石膏、生地黄、玄参、知母、苦杏仁(炒),清热解毒、生津利咽、止咳祛痰。用于感冒毒壅盛证，症见高热、口渴、咽干、咽痛、咳嗽、痰稠；流行性感冒、上呼吸道感染见上述证候者。,口服。成人一次1袋，一日4次，高热时每4小时服1次；小儿1岁以下，一次半袋，一日3次，高热时一日4次；1～15岁，一次半袋至1袋，一日4次，高热时每4小时服1次。或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161012160223293.jpg
http://www.zhongyoo.com/zhongchengyao/ypfw_13112.html,玉屏风丸,黄芪、白术、防风,益气，固表，止汗。用于表虚不固，自汗恶风，面色白，或体虚易感风邪者。,口服，成人一次6克，一日3次，温开水送服；儿童一次可2～4克。,http://www.zhongyoo.com//uploads/allimg/1901/1-1Z12Q5503X11.jpg
http://www.zhongyoo.com/zhongchengyao/csgmp_9183.html,参苏感冒片,党参、紫苏叶、葛根、前胡、半夏、茯苓、陈皮、甘草、桔梗、枳壳、麦冬、桑白皮,祛风解表，化痰止咳。用于伤风感冒，寒热往来，鼻塞声重，咳嗽。,口服。成人一次4～6片，一日3次，用温开水送服。儿童酌减。,http://www.zhongyoo.com//uploads/allimg/1610/2-16100121233I21.jpg
http://www.zhongyoo.com/zhongchengyao/clkfy_7981.html,柴连口服液,麻黄300克、柴胡600克、广藿香200克、肉桂200克、连翘600克、桔梗200克,解表宣肺，化湿和中。用于感冒属风寒、风寒挟湿证者，症见恶寒、发热、头痛、鼻塞、咳嗽、咽干或兼脘闷、恶心等。,饭后半小时口服，一次10毫升，一日3次，或遵医嘱。,http://www.zhongyoo.com//uploads/allimg/1610/2-161009204P2K5.jpg
